128
1.000000e-05	9.999699e+04
1.129140e-05	8.855998e+04
1.274957e-05	7.843103e+04
1.439604e-05	6.946052e+04
1.625517e-05	6.151591e+04
1.835435e-05	5.447999e+04
2.072463e-05	4.824876e+04
2.340101e-05	4.273021e+04
2.642301e-05	3.784280e+04
2.983527e-05	3.351438e+04
3.368819e-05	2.968099e+04
3.803872e-05	2.628600e+04
4.295104e-05	2.327933e+04
4.849773e-05	2.061652e+04
5.476072e-05	1.825827e+04
6.183251e-05	1.616972e+04
6.981754e-05	1.432005e+04
7.883377e-05	1.268192e+04
8.901436e-05	1.123114e+04
1.005098e-04	9.946284e+03
1.134896e-04	8.808383e+03
1.281456e-04	7.800625e+03
1.446943e-04	6.908124e+03
1.633801e-04	6.117697e+03
1.844791e-04	5.417669e+03
2.083027e-04	4.797709e+03
2.352030e-04	4.248649e+03
2.655771e-04	3.762387e+03
2.998736e-04	3.331740e+03
3.385992e-04	2.950346e+03
3.823259e-04	2.612572e+03
4.316994e-04	2.313429e+03
4.874492e-04	2.048499e+03
5.503987e-04	1.813868e+03
6.214770e-04	1.606074e+03
7.017344e-04	1.422045e+03
7.923563e-04	1.259063e+03
8.946811e-04	1.114722e+03
1.010221e-03	9.868889e+02
1.140680e-03	8.736765e+02
1.287988e-03	7.734128e+02
1.454319e-03	6.846157e+02
1.642129e-03	6.059753e+02
1.854194e-03	5.363291e+02
2.093644e-03	4.746486e+02
2.364018e-03	4.200227e+02
2.669307e-03	3.716450e+02
3.014021e-03	3.288007e+02
3.403253e-03	2.908568e+02
3.842748e-03	2.572534e+02
4.339000e-03	2.274937e+02
4.899338e-03	2.011384e+02
5.532040e-03	1.777980e+02
6.246447e-03	1.571281e+02
7.053113e-03	1.388232e+02
7.963950e-03	1.226130e+02
8.992419e-03	1.082579e+02
1.015370e-02	9.554620e+01
1.146494e-02	8.428989e+01
1.294553e-02	7.432275e+01
1.461732e-02	6.549763e+01
1.650499e-02	5.768410e+01
1.863645e-02	5.076673e+01
2.104316e-02	4.464333e+01
2.376068e-02	3.922346e+01
2.682913e-02	3.442698e+01
3.029385e-02	3.018299e+01
3.420599e-02	2.642875e+01
3.862335e-02	2.310872e+01
4.361116e-02	2.017373e+01
4.924313e-02	1.758029e+01
5.560238e-02	1.528993e+01
6.278285e-02	1.326861e+01
7.089067e-02	1.148618e+01
8.004547e-02	9.916014e+00
9.038253e-02	8.534513e+00
1.020546e-01	7.320794e+00
1.152339e-01	6.256363e+00
1.301152e-01	5.324808e+00
1.469182e-01	4.511563e+00
1.658912e-01	3.803668e+00
1.873144e-01	3.189567e+00
2.115043e-01	2.658923e+00
2.388180e-01	2.202473e+00
2.696589e-01	1.811857e+00
3.044826e-01	1.479526e+00
3.438034e-01	1.198623e+00
3.882021e-01	9.629061e-01
4.383345e-01	7.666810e-01
4.949415e-01	6.047469e-01
5.588582e-01	4.723660e-01
6.310290e-01	3.652293e-01
7.125199e-01	2.794449e-01
8.045347e-01	2.115239e-01
9.084321e-01	1.583716e-01
1.025747e+00	1.172747e-01
1.158213e+00	8.588727e-02
1.307784e+00	6.221258e-02
1.476671e+00	4.457701e-02
1.667369e+00	3.160235e-02
1.882692e+00	2.217307e-02
2.125823e+00	1.540210e-02
2.400351e+00	1.059629e-02
2.710332e+00	7.223359e-03
3.060347e+00	4.881349e-03
3.455560e+00	3.271709e-03
3.901810e+00	2.176027e-03
4.405689e+00	1.436921e-03
4.974639e+00	9.425476e-04
5.617064e+00	6.144615e-04
6.342450e+00	3.983088e-04
7.161521e+00	2.568511e-04
8.086358e+00	1.648457e-04
9.130630e+00	1.053392e-04
1.030976e+01	6.704891e-05
1.164116e+01	4.252490e-05
1.314450e+01	2.688399e-05
1.484197e+01	1.694652e-05
1.675868e+01	1.065438e-05
1.892289e+01	6.682749e-06
2.136659e+01	4.182782e-06
2.412587e+01	2.613085e-06
2.724148e+01	1.629697e-06
3.075944e+01	1.014852e-06
3.473171e+01	6.311206e-07
3.921700e+01	3.920094e-07
4.428148e+01	2.432294e-07
4.999998e+01	1.507718e-07
